Accession,Description,POOL1,CF11,BL22,S112,S721,POOL2,CF21,BL11,S122,S712,S722,S111,BL21,CF12,POOL3,S711,S121,BL12,CF22,POOL4
tr|A0A140N6D8|A0A140N6D8_ECOBD,"HAD superfamily (Subfamily IF) hydrolase, YfhB OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1122 PE=4 SV=1",186161.3906,226133.4297,187131.6094,165386.3711,168093.1973,194533.4316,235250.8359,200145.8242,176667.5117,153791.0937,294172.1348,365802.6836,554457.5156,523739.0273,471897.8906,448125.7285,374741.4766,523242.3828,532963.3965,534271.9629
tr|A0A140N6E2|A0A140N6E2_ECOBD,"Glucan 1,3-alpha-glucosidase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0061 PE=3 SV=1",63895.81055,65177.774410000005,126459.0957,47711.70703,49434.43359,84865.83301,88726.97363,115353.2715,50010.12891,53609.10645,48273.60156,62593.01074,132955.5156,103103.8867,96800.73047000001,74761.74414,67766.32422000001,93858.83594,104459.5742,96877.23438
tr|A0A140N6E3|A0A140N6E3_ECOBD,TonB system transport protein ExbD OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0734 PE=3 SV=1,216329.7617,215945.4141,234054.7344,178106.4023,263187.1992,216305.3008,136782.9082,299064.6484,225304.1875,213298.8477,62142.43359,57913.61328,49932.58984,44007.625,55213.640629999994,105534.3672,37073.73047,51072.75781,41187.80078,58426.76172
tr|A0A140N6E5|A0A140N6E5_ECOBD,"D-tagatose-1,6-bisphosphate aldolase subunit GatZ OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=gatZ PE=3 SV=1",39272948.3,49375718.45,96510530.27,13338650.05,18238687.57,40216172.32,57174465.79,60999500.74,12289534.86,10887024.03,14018352.83,10533384.13,122638609.2,64404981.07,55937295.26,19843764.41,17373639.11,79101387.41,69036961.35,56534923.27
tr|A0A140N6E6|A0A140N6E6_ECOBD,Flap endonuclease Xni OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=xni PE=3 SV=1,237731.2266,213858.8115,283371.0356,148040.3135,260435.8286,263102.0005,250906.2646,335365.9082,168999.2271,206324.8425,105419.5908,70075.97656,149516.99800000002,114280.3867,134419.1523,142206.7871,75072.53516,144024.5195,127469.8438,127712.8701
tr|A0A140N6E7|A0A140N6E7_ECOBD,Peptide chain release factor 2 OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=prfB PE=3 SV=1,10594841.1,9686659.226,12241526.18,8816289.852,10688908.44,11194937.71,10429841.36,12834284.08,9690758.8,9444261.802000001,12665989.37,11210769.09,13893653.6,12271814.95,13497990.99,15244180.8,13024135.78,14063326.24,12479503.46,14071323.95
tr|A0A140N6E9|A0A140N6E9_ECOBD,"Outer membrane lipoprotein, Slp family OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1836 PE=4 SV=1",163793.7383,210503.1172,169068.6699,134992.5068,142994.6709,175328.2422,226157.2773,187111.7139,136110.9531,124251.061,115507.9683,110305.939,289035.3643,170092.2134,178381.4082,147033.1899,131803.0386,293636.1274,159960.0474,183606.9673
tr|A0A140N6F1|A0A140N6F1_ECOBD,Cytochrome-c3 hydrogenase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0744 PE=3 SV=1,8844729.433,10175551.51,9320604.652,7226861.136,7547872.852999999,9218827.46,10999671.21,11231509.95,7269348.992000001,6899422.878,7754567.335,7853878.708,10251702.16,11248936.67,10535626.07,10697062.23,8824727.613,12253844.38,11992699.13,11199558.76
tr|A0A140N6F2|A0A140N6F2_ECOBD,Histidine kinase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0035 PE=4 SV=1,21635.14197,25798.340819999998,17966.32666,17455.4292,23644.10724,22854.99378,24259.33301,24255.464359999998,17926.39636,19720.9209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tr|A0A140N6F3|A0A140N6F3_ECOBD,Sodium/glutamate symporter OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=gltS PE=3 SV=1,492214.9954,476616.9001,571302.3738,412671.1738,432482.5613,507444.8066,849145.1533,445295.9093,353236.0039,360570.2917,189092.9023,111728.7427,269782.6113,363871.0771,254262.3086,198264.5186,250660.4531,276721.4912,364778.6426,272397.666
tr|A0A140N6F4|A0A140N6F4_ECOBD,Flavohemoprotein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=hmp PE=3 SV=1,702708.1406,590023.9583,1131186.831,409134.5566,524099.495,786752.0303,782206.3585,1639534.7280000001,455174.5784,527306.8967,446186.2834,430666.2893,1235783.563,654256.4258,867617.4951,689991.9099,511961.4564,1682543.53,760844.2988,949483.2632
tr|A0A140N6F6|A0A140N6F6_ECOBD,Oligopeptidase A OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0243 PE=3 SV=1,39090034.38,38639610.88,38868797.89,38352176.43,34699068.23,42303218.25,44722571.31,44390361.32,39640558.64,32289296.65,30060589.4,35891732.08,36139566.79,38303136.82,39020328.03,40733951.0,40403901.15,41634435.12,40872830.02,41199271.36
tr|A0A140N6F9|A0A140N6F9_ECOBD,Uncharacterized protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1573 PE=4 SV=1,150078.7734,200442.1504,237299.207,128201.4746,116833.8931,154591.27300000002,155770.8696,244560.6904,114625.9121,123356.8223,104519.5859,111481.7656,194641.6875,132471.8125,158940.6719,129957.4453,116803.8047,191132.25,133121.0938,162986.5
tr|A0A140N6G0|A0A140N6G0_ECOBD,Enolase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=eno PE=3 SV=1,135643742.9,119979741.1,159699456.5,122740025.9,124352070.7,143075788.3,142554923.0,177913333.4,133495022.6,113001925.8,135574456.9,118732087.7,186358700.1,137784759.1,163453701.7,157585711.8,164240173.7,208695506.8,155990376.6,171781658.2
tr|A0A140N6G5|A0A140N6G5_ECOBD,Secretion protein HlyD family protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0253 PE=4 SV=1,160750.6587,236580.5107,182221.9834,141667.1001,141573.3057,175432.4932,238521.1787,196645.9873,119547.6687,120758.3174,60687.27808,60816.1875,96265.66309,110480.4521,93510.77344,77018.66162,67581.5166,99206.85107,108512.8389,93631.08301
tr|A0A140N6G6|A0A140N6G6_ECOBD,Dipeptide and tripeptide permease B OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=dtpB PE=3 SV=1,341322.8418,333101.9258,622355.0547,225047.4297,257076.5059,391744.3223,458045.2324,453490.8809,195336.7266,194915.9063,176269.8984,140058.3281,540778.8125,356480.1016,364461.9141,198308.4063,202313.1875,505652.5938,394263.9609,347091.0938
tr|A0A140N6H0|A0A140N6H0_ECOBD,Formamidopyrimidine-DNA glycosylase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=mutM PE=3 SV=1,302392.1826,339764.2578,281143.1045,297494.001,257448.2363,319915.7334,396914.8193,295635.833,300845.084,244156.6401,282806.8169,293319.6499,363029.5332,447624.6206,403445.9717,388038.583,412796.7427,383734.1274,441664.9199,607873.3711
tr|A0A140N6H9|A0A140N6H9_ECOBD,tRNA (cytidine/uridine-2'-O-)-methyltransferase TrmJ OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=trmJ PE=4 SV=1,2409376.758,2696953.992,2482141.588,2008089.951,2306267.557,2502832.082,2671523.346,2804180.088,2130839.545,2071447.4619999998,2521455.848,2201505.144,2932477.79,3179746.722,3002392.792,3234256.0939999996,2682141.134,3260816.603,3035718.973,3108172.164
tr|A0A140N6I0|A0A140N6I0_ECOBD,"Transcriptional regulator, LacI family OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0887 PE=4 SV=1",511342.4609,724800.8740000001,677808.0986,445106.0874,467869.0342,562039.7559,804328.6357,730829.3291,471390.8828,426664.583,1084719.675,937100.375,1690983.575,1520867.352,1556511.8869999999,1444081.733,1283178.3909999998,1814821.5880000002,1696818.17,1698215.3590000002
tr|A0A140N6I3|A0A140N6I3_ECOBD,Integrase family protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0066 PE=3 SV=1,305134.8281,331621.1211,420796.6914,190359.9609,217438.3457,322087.7969,342392.0703,497045.0703,179199.00199999998,197138.6133,345381.2031,224952.12699999998,570856.7813,393373.4688,405304.1016,451360.3555,319310.1758,630888.7188,393607.8594,490019.2422
tr|A0A140N6I5|A0A140N6I5_ECOBD,"Selenide, water dikinase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=selD PE=3 SV=1",3852685.084,4763220.424,4394886.083000001,3090469.349,3413694.7210000004,4070006.898,4880663.9969999995,4871103.958000001,3099945.6580000003,3056674.933,2862153.521,2877077.733,4439727.274,4735642.82,4053182.108,3828754.1610000003,3115682.8239999996,4457463.623,4753233.768,4261248.728999999
tr|A0A140N6I7|A0A140N6I7_ECOBD,SseB family protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1162 PE=4 SV=1,330460.082,359912.0469,296019.4746,239046.9824,297921.75,349746.1016,295264.8047,470954.75200000004,228752.6152,223688.7852,267072.4688,323917.9609,440627.1094,399871.5938,401122.9375,404320.7031,328671.9766,455729.8125,368235.7344,483355.375
tr|A0A140N6I8|A0A140N6I8_ECOBD,Peptidase M23 OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0112 PE=4 SV=1,583535.3467,631053.4785,657406.0693,531035.519,685102.9502,670679.5732,658921.1548,699376.5586,565812.4541,726085.3726,137375.9043,162130.0732,194346.9365,193235.04100000003,194904.5527,233013.167,164032.8486,221992.9482,187069.6611,179316.083
tr|A0A140N6I9|A0A140N6I9_ECOBD,5'/3'-nucleotidase SurE OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=surE PE=3 SV=1,528543.3555,1170847.918,602575.0391,350893.9043,372218.8887,513095.1973,724129.3438,495523.6641,326609.7871,390066.9941,258399.7661,318590.8237,372280.2832,390428.1553,359922.3965,357258.9551,301801.1216,375684.8105,405758.9297,412864.3369
tr|A0A140N6J0|A0A140N6J0_ECOBD,DNA-directed RNA polymerase subunit omega OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=rpoZ PE=3 SV=1,5945357.623,6942813.815,5913995.865,4992257.004,5352031.007,6174729.945,7199007.647000001,8620869.054,4897059.155,4206241.7469999995,5713798.432999999,8575459.747000001,8600201.705,6420663.972,8351049.217,10005487.31,8327746.132,7304184.057,6599661.032000001,8450999.287
tr|A0A140N6J2|A0A140N6J2_ECOBD,Extracellular solute-binding protein family 1 OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1890 PE=4 SV=1,141900.5547,156983.1484,179369.7051,140315.2852,129742.5352,161883.3711,197246.7246,169008.543,133878.0059,127984.5957,163982.5742,146254.75,359688.9531,307963.5586,307936.5078,236236.543,229981.5977,364820.3203,318788.3633,318631.2383
tr|A0A140N6J6|A0A140N6J6_ECOBD,Histidine--tRNA ligase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=hisS PE=3 SV=1,19728359.71,18119533.67,21973505.34,18501451.56,17014644.99,20662363.14,22907114.75,21748150.24,19758653.33,17782160.53,19448856.31,19038516.29,27252316.39,25200030.05,26309169.07,25418780.63,25772065.48,30162765.33,27847090.65,27599685.01
tr|A0A140N6J7|A0A140N6J7_ECOBD,Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=lgt PE=3 SV=1,662299.6766,660370.9114,881231.2781,537082.5803,545756.675,688863.0059,828725.4541,814408.7876,533141.5452,519958.5657,563214.9573,403232.06200000003,993269.4091,780587.9114,788405.426,682613.9622,665672.3182,961909.3928,809529.6771,787303.5869
tr|A0A140N6J8|A0A140N6J8_ECOBD,Regulatory protein GalF OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1613 PE=4 SV=1,2954307.123,3324165.7860000003,4090950.7810000004,2276538.1459999997,2548732.238,3165466.805,3241942.736,3799301.445,2341177.544,2265709.466,2560380.885,2610427.672,4630777.186000001,3920807.2460000003,3698220.607,3558645.377,2721021.7460000003,3971452.027,3586545.275,3890310.492
tr|A0A140N6J9|A0A140N6J9_ECOBD,Heme chaperone HemW OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0785 PE=3 SV=1,378149.8965,405524.6523,396007.6016,412998.1719,420361.3828,456692.7695,433994.7578,422198.625,419120.4453,404688.8848,406925.7822,441230.5879,471058.9033,739075.125,651863.416,565708.6445,556002.7383,503749.3594,810625.5508,705303.2637
tr|A0A140N6K1|A0A140N6K1_ECOBD,Amino-acid acetyltransferase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=argA PE=3 SV=1,1291116.527,1803628.7859999998,2022528.3169999998,715468.3645,918999.2673,1382423.524,1612049.9730000002,1977299.32,700923.7371,863098.8599,616232.8335,517310.8125,1490148.3930000002,1287942.121,1091165.352,867584.2607,654394.8057,1382004.5080000001,1224967.49,1068261.752
tr|A0A140N6K2|A0A140N6K2_ECOBD,N-succinylarginine dihydrolase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=astB PE=3 SV=1,21151.36719,21124.7207,27741.20117,16232.44434,17211.42773,23802.73828,21115.22461,30757.74023,15469.35449,16122.01074,34761.29688,27951.25098,32408.98535,29067.83398,35708.16797,49857.67383,23843.59766,30642.065430000002,27100.1543,30169.13086
tr|A0A140N6K5|A0A140N6K5_ECOBD,Deoxyuridine 5'-triphosphate nucleotidohydrolase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=dut PE=3 SV=1,1185900.959,1349912.481,1408648.0680000002,964609.3701,1082225.087,1263238.752,1193329.795,1715811.312,1099756.705,945854.5723,782674.5664,966288.8555,940605.9863,952470.2656,1009256.6020000001,1146230.957,805879.8906,888632.502,986693.9727,1028912.059
tr|A0A140N6K9|A0A140N6K9_ECOBD,Deoxyribonuclease I OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0795 PE=4 SV=1,594386.8271,648619.7236,599514.5,572459.5527,594746.7422,652765.2832,617696.2246,755075.5,609895.1699,541249.4883,286903.8535,318285.8496,312253.0234,293564.3594,355011.12700000004,393477.1973,328209.9063,368069.6113,301585.334,360766.83200000005
tr|A0A140N6L1|A0A140N6L1_ECOBD,"Transcriptional regulator, DeoR family OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0917 PE=4 SV=1",144160.5586,172184.3467,179481.4199,164052.2012,152119.4502,152491.0156,252303.3369,170760.0078,130092.8037,89355.57031,76819.66016,122538.8989,177857.2393,193926.5518,177765.3623,110199.1309,161360.626,184837.9229,174735.1123,162042.457
tr|A0A140N6L2|A0A140N6L2_ECOBD,Lipopolysaccharide core heptose(I) kinase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0096 PE=3 SV=1,126680.7693,127128.7344,308090.2307,103808.1493,123641.8455,132437.1738,152523.0076,120362.4347,115344.2986,105300.8582,144283.9609,124172.46,239495.4668,235392.9336,245232.4082,195047.2012,203713.6758,254544.4863,230710.0234,274370.5566
tr|A0A140N6L4|A0A140N6L4_ECOBD,Imidazole glycerol phosphate synthase subunit HisF OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=hisF PE=3 SV=1,1400886.111,1472473.275,1838085.789,1121408.7340000002,1214694.785,1591877.3669999999,1821260.74,1969625.701,1188344.863,1166088.58,1058250.825,1031805.54,2018251.841,1661093.219,1661503.826,1449737.312,1300884.865,1979798.965,1900206.456,1739613.479
tr|A0A140N6L6|A0A140N6L6_ECOBD,DnaA regulatory inactivator Hda OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=hda PE=3 SV=1,569676.8184,693753.6826,591516.1064,520464.3496,532514.5781,605939.2939,827954.6895,574438.6709,501297.6367,483757.5967,367773.6504,445514.8047,537286.2188,591049.8867,569335.0273,514341.7852,455868.0664,488731.2539,638017.793,568553.3828
tr|A0A140N6M1|A0A140N6M1_ECOBD,Sulf_transp domain-containing protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1644 PE=4 SV=1,611856.1641,471879.7422,419931.4453,725047.2266,678882.1484,615239.3828,462943.75,522916.2305,775321.7891,580240.7578,137055.4648,147119.2422,89157.90234,103891.7227,145962.3711,167177.9453,177812.2285,113693.7012,105712.6953,138912.9531
tr|A0A140N6M2|A0A140N6M2_ECOBD,Fructosamine kinase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1920 PE=3 SV=1,302112.4053,295076.5957,387141.7617,171008.5449,217116.0986,291164.541,340257.6523,511170.0996,177904.5889,186483.7236,302374.4473,322134.5957,751097.3359,470552.5752,553322.4766,413048.2979,369514.4287,906806.9297,528649.7568,588775.2832
tr|A0A140N6M3|A0A140N6M3_ECOBD,Gluconokinase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0306 PE=3 SV=1,1416005.619,1363882.439,1725731.68,1163030.94,1352865.263,1527036.879,1608105.3590000002,2030030.695,1290157.5729999999,1125199.729,942813.8301,781852.7539,1358793.875,1106481.643,1189085.457,1093776.703,1099172.252,1660931.926,1159808.824,1271322.395
tr|A0A140N6M4|A0A140N6M4_ECOBD,ADP-L-glycero-D-manno-heptose-6-epimerase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=hldD PE=3 SV=1,24656033.26,23916369.88,30449725.21,20389514.26,22217712.77,26557273.49,26182104.42,34017279.25,21255522.05,19081628.12,21702013.92,20210318.82,32490870.1,25024216.0,28052528.07,27298510.2,23925288.82,34009629.0,27687098.3,29194658.22
tr|A0A140N6M9|A0A140N6M9_ECOBD,"Alpha-1,4 glucan phosphorylase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0314 PE=3 SV=1",1315393.519,1719630.505,2081951.271,851533.6143,854905.3145,1417270.4780000001,1918453.846,1812251.8159999999,850869.8672,713534.8936,607176.1655,581519.1514,1814777.705,1422511.156,1237712.332,838943.4922,767729.6055,1522703.469,1619427.1330000001,1276780.95
tr|A0A140N6N0|A0A140N6N0_ECOBD,Phenylalanine--tRNA ligase alpha subunit OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=pheS PE=3 SV=1,7611421.634,7265389.811000001,9594694.059,6545697.36,6614875.123,8339705.802,8823135.154,9346537.641,6824897.4120000005,6108728.071,10501689.9,10975590.71,15682523.25,13518583.81,14258522.76,13716880.46,12750774.07,15652663.32,14624721.98,14905500.92
tr|A0A140N6N1|A0A140N6N1_ECOBD,Glycerol-3-phosphate dehydrogenase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0316 PE=3 SV=1,19455898.19,22083839.23,30734132.33,11794309.7,11845035.85,20944455.21,21018634.2,38231207.89,11247354.07,12482081.18,13576606.41,16346148.89,39510223.24,27945261.3,28382401.62,24660503.29,17208236.65,44945591.31,27177483.26,29300763.3
tr|A0A140N6N2|A0A140N6N2_ECOBD,Glycerol-3-phosphate dehydrogenase [NAD(P)+] OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=gpsA PE=3 SV=1,3027587.473,3350365.602,3113268.3460000004,2817245.0810000002,2697329.9069999997,3216349.148,3943877.119,3547995.421,2792659.8039999995,2435212.457,2039343.045,2539414.9069999997,2700560.309,2822294.7339999997,2817484.232,2814584.39,2632373.905,2845937.519,3085376.184,3024305.0510000004
tr|A0A140N6N3|A0A140N6N3_ECOBD,Phosphoribosylaminoimidazole-succinocarboxamide synthase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=purC PE=3 SV=1,2806521.916,2716596.939,3656498.587,1918380.812,2573666.7169999997,2755105.901,2768269.55,4331787.824,1978809.4319999998,2195633.719,2467384.083,2288272.155,3658662.2830000003,2602593.393,3048069.348,3479109.689,2184876.025,3597682.9060000004,2880832.225,3169883.148
tr|A0A140N6N4|A0A140N6N4_ECOBD,Adenosylcobinamide-GDP ribazoletransferase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=cobS PE=3 SV=1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95055.18359,103518.875,150702.7695,113525.1406,134836.7578,128358.7813,114825.541,166898.2344,135611.9297,141702.1055
tr|A0A140N6N6|A0A140N6N6_ECOBD,Pseudouridine synthase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0938 PE=4 SV=1,197936.1211,211990.9375,184205.6445,173817.7598,177116.1348,209281.4648,228957.6641,209259.8125,184222.7109,160145.4941,367839.3555,425265.9473,496016.4082,532123.418,495077.3887,517295.0352,443046.1797,493600.3691,565953.0352,577020.418
tr|A0A140N6N7|A0A140N6N7_ECOBD,Short-chain dehydrogenase/reductase SDR OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_1020 PE=3 SV=1,1728139.506,681865.6240000001,5540580.703,292966.3662,557711.8369,1819868.7580000001,1239465.879,3987916.555,326048.7959,348415.9233,394324.0732,329721.292,7362935.687999999,1292346.894,2652422.94,733998.3804,625327.9061,7123196.771000001,1775827.993,2844352.209
tr|A0A140N6N9|A0A140N6N9_ECOBD,4-alpha-glucanotransferase OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ECBD_0329 PE=3 SV=1,13415489.98,10580132.65,18755301.66,9892407.066,11293083.67,14596560.66,11787111.19,24207640.12,12270105.03,9298568.694,10072555.74,9791000.188,18383447.66,10958589.5,14491610.53,12386621.28,12671083.85,22277217.58,11696445.35,15098113.92
tr|A0A140N6P1|A0A140N6P1_ECOBD,Phosphoenolpyruvate synthase regulatory protein OS=Escherichia coli (strain B / BL21-DE3) OX=469008 GN=ppsR PE=3 SV=1,838745.6699,1115946.293,1298420.063,477183.5117,537636.7441,864325.1289,1290328.5659999999,1390250.445,467760.9297,484483.6895,1315537.3290000001,1290022.554,2649481.902,2645823.602,2263319.605,1924879.842,1577803.384,2612242.109,2947159.664,2463903.5640000002
