Entry,Entry_name,Status,Protein_names,Gene_names,Organism,Length,Gene_ontology_biological_process,Gene_ontology_cellular_component,Gene_ontology_GO,Gene_ontology_molecular_function,Gene_ontology_IDs,EC_number,Intramembrane,Subcellular_location_CC,Topological_domain,Transmembrane
A0A140NBZ1,A0A140NBZ1_ECOBD,unreviewed,Endonuclease III (EC 4.2.99.18) (DNA-(apurinic or apyrimidinic site) lyase),nth ECBD_2011,Escherichia coli (strain B / BL21-DE3),211,base-excision repair [GO:0006284],,"4 iron, 4 sulfur cluster binding [GO:0051539]; class I DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0140078]; DNA binding [GO:0003677]; DNA N-glycosylase activity [GO:0019104]; endonuclease activity [GO:0004519]; metal ion binding [GO:0046872]; base-excision repair [GO:0006284]","4 iron, 4 sulfur cluster binding [GO:0051539]; class I DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0140078]; DNA binding [GO:0003677]; DNA N-glycosylase activity [GO:0019104]; endonuclease activity [GO:0004519]; metal ion binding [GO:0046872]",GO:0003677; GO:0004519; GO:0006284; GO:0019104; GO:0046872; GO:0051539; GO:0140078,4.2.99.18,,,,
A0A140N609,A0A140N609_ECOBD,unreviewed,Adenine DNA glycosylase (EC 3.2.2.31),ECBD_0778,Escherichia coli (strain B / BL21-DE3),350,base-excision repair [GO:0006284],,"4 iron, 4 sulfur cluster binding [GO:0051539]; DNA binding [GO:0003677]; DNA N-glycosylase activity [GO:0019104]; metal ion binding [GO:0046872]; base-excision repair [GO:0006284]","4 iron, 4 sulfur cluster binding [GO:0051539]; DNA binding [GO:0003677]; DNA N-glycosylase activity [GO:0019104]; metal ion binding [GO:0046872]",GO:0003677; GO:0006284; GO:0019104; GO:0046872; GO:0051539,3.2.2.31,,,,
A0A140N6H0,A0A140N6H0_ECOBD,unreviewed,Formamidopyrimidine-DNA glycosylase (Fapy-DNA glycosylase) (EC 3.2.2.23) (DNA-(apurinic or apyrimidinic site) lyase MutM) (AP lyase MutM) (EC 4.2.99.18),mutM fpg ECBD_0091,Escherichia coli (strain B / BL21-DE3),269,base-excision repair [GO:0006284]; nucleotide-excision repair [GO:0006289],,class I DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0140078]; damaged DNA binding [GO:0003684]; oxidized purine nucleobase lesion DNA N-glycosylase activity [GO:0008534]; zinc ion binding [GO:0008270]; base-excision repair [GO:0006284]; nucleotide-excision repair [GO:0006289],class I DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0140078]; damaged DNA binding [GO:0003684]; oxidized purine nucleobase lesion DNA N-glycosylase activity [GO:0008534]; zinc ion binding [GO:0008270],GO:0003684; GO:0006284; GO:0006289; GO:0008270; GO:0008534; GO:0140078,3.2.2.23; 4.2.99.18,,,,
A0A140NA89,A0A140NA89_ECOBD,unreviewed,Endonuclease 8 (DNA glycosylase/AP lyase Nei) (EC 3.2.2.-) (EC 4.2.99.18) (DNA-(apurinic or apyrimidinic site) lyase Nei) (Endonuclease VIII),nei ECBD_2947,Escherichia coli (strain B / BL21-DE3),263,base-excision repair [GO:0006284]; nucleotide-excision repair [GO:0006289],,class I DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0140078]; damaged DNA binding [GO:0003684]; endonuclease activity [GO:0004519]; oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity [GO:0000703]; zinc ion binding [GO:0008270]; base-excision repair [GO:0006284]; nucleotide-excision repair [GO:0006289],class I DNA-(apurinic or apyrimidinic site) endonuclease activity [GO:0140078]; damaged DNA binding [GO:0003684]; endonuclease activity [GO:0004519]; oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity [GO:0000703]; zinc ion binding [GO:0008270],GO:0000703; GO:0003684; GO:0004519; GO:0006284; GO:0006289; GO:0008270; GO:0140078,3.2.2.-; 4.2.99.18,,,,
A0A140N417,A0A140N417_ECOBD,unreviewed,G/U mismatch-specific DNA glycosylase (EC 3.2.2.28) (Double-strand-specific uracil glycosylase) (Mismatch-specific uracil DNA-glycosylase) (MUG),mug ECBD_0673,Escherichia coli (strain B / BL21-DE3),168,"base-excision repair, AP site formation [GO:0006285]",cytoplasm [GO:0005737],"cytoplasm [GO:0005737]; DNA binding [GO:0003677]; pyrimidine-specific mismatch base pair DNA N-glycosylase activity [GO:0008263]; base-excision repair, AP site formation [GO:0006285]",DNA binding [GO:0003677]; pyrimidine-specific mismatch base pair DNA N-glycosylase activity [GO:0008263],GO:0003677; GO:0005737; GO:0006285; GO:0008263,3.2.2.28,,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_01956}.,,
A0A140NG67,A0A140NG67_ECOBD,unreviewed,"4-hydroxyphenylacetate 3-monooxygenase, reductase subunit",ECBD_3675,Escherichia coli (strain B / BL21-DE3),170,benzene-containing compound metabolic process [GO:0042537],,"FMN binding [GO:0010181]; monooxygenase activity [GO:0004497]; NAD binding [GO:0051287]; oxidoreductase activity, acting on NAD(P)H [GO:0016651]; benzene-containing compound metabolic process [GO:0042537]","FMN binding [GO:0010181]; monooxygenase activity [GO:0004497]; NAD binding [GO:0051287]; oxidoreductase activity, acting on NAD(P)H [GO:0016651]",GO:0004497; GO:0010181; GO:0016651; GO:0042537; GO:0051287,,,,,
A0A140N6Y0,A0A140N6Y0_ECOBD,unreviewed,Aminotransferase class I and II,ECBD_2023,Escherichia coli (strain B / BL21-DE3),390,biosynthetic process [GO:0009058],,pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]; biosynthetic process [GO:0009058],pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483],GO:0008483; GO:0009058; GO:0030170,,,,,
A0A140N6X3,A0A140N6X3_ECOBD,unreviewed,Aminotransferase class I and II,ECBD_1293,Escherichia coli (strain B / BL21-DE3),412,biosynthetic process [GO:0009058],,pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]; biosynthetic process [GO:0009058],pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483],GO:0008483; GO:0009058; GO:0030170,,,,,
A0A140N860,A0A140N860_ECOBD,unreviewed,"Transcriptional regulator, GntR family with aminotransferase domain",ECBD_2200,Escherichia coli (strain B / BL21-DE3),468,biosynthetic process [GO:0009058],,DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]; biosynthetic process [GO:0009058],DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483],GO:0003677; GO:0003700; GO:0008483; GO:0009058; GO:0030170,,,,,
A0A140NCR8,A0A140NCR8_ECOBD,unreviewed,[Citrate [pro-3S]-lyase] ligase (EC 6.2.1.22),ECBD_3034,Escherichia coli (strain B / BL21-DE3),352,biosynthetic process [GO:0009058],,[citrate (pro-3S)-lyase] ligase activity [GO:0008771]; ATP binding [GO:0005524]; lyase activity [GO:0016829]; N-acetyltransferase activity [GO:0008080]; biosynthetic process [GO:0009058],[citrate (pro-3S)-lyase] ligase activity [GO:0008771]; ATP binding [GO:0005524]; lyase activity [GO:0016829]; N-acetyltransferase activity [GO:0008080],GO:0005524; GO:0008080; GO:0008771; GO:0009058; GO:0016829,6.2.1.22,,,,
A0A140N871,A0A140N871_ECOBD,unreviewed,Uncharacterized protein,ECBD_0861,Escherichia coli (strain B / BL21-DE3),256,biosynthetic process [GO:0009058],,ATP binding [GO:0005524]; biosynthetic process [GO:0009058],ATP binding [GO:0005524],GO:0005524; GO:0009058,,,,,
A0A140NEB3,A0A140NEB3_ECOBD,unreviewed,Aminotransferase class I and II,ECBD_3053,Escherichia coli (strain B / BL21-DE3),386,biosynthetic process [GO:0009058],,pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]; biosynthetic process [GO:0009058],pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483],GO:0008483; GO:0009058; GO:0030170,,,,,
A0A140N666,A0A140N666_ECOBD,unreviewed,Aminotransferase class I and II,ECBD_0162,Escherichia coli (strain B / BL21-DE3),417,biosynthetic process [GO:0009058],,pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]; biosynthetic process [GO:0009058],pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483],GO:0008483; GO:0009058; GO:0030170,,,,,
A0A140N5W3,A0A140N5W3_ECOBD,unreviewed,Aminotransferase class I and II,ECBD_1369,Escherichia coli (strain B / BL21-DE3),405,biosynthetic process [GO:0009058],,pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]; biosynthetic process [GO:0009058],pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483],GO:0008483; GO:0009058; GO:0030170,,,,,
A0A140NBT1,A0A140NBT1_ECOBD,unreviewed,Isochorismate synthase,ECBD_3061,Escherichia coli (strain B / BL21-DE3),391,biosynthetic process [GO:0009058],,isochorismate synthase activity [GO:0008909]; biosynthetic process [GO:0009058],isochorismate synthase activity [GO:0008909],GO:0008909; GO:0009058,,,,,
A0A140NCB2,A0A140NCB2_ECOBD,unreviewed,Amino acid adenylation domain protein,ECBD_3069,Escherichia coli (strain B / BL21-DE3),1293,biosynthetic process [GO:0009058],,"hydrolase activity, acting on ester bonds [GO:0016788]; phosphopantetheine binding [GO:0031177]; biosynthetic process [GO:0009058]","hydrolase activity, acting on ester bonds [GO:0016788]; phosphopantetheine binding [GO:0031177]",GO:0009058; GO:0016788; GO:0031177,,,,,
A0A140NEW5,A0A140NEW5_ECOBD,unreviewed,Aminotransferase (EC 2.6.1.-),ECBD_3979,Escherichia coli (strain B / BL21-DE3),397,biosynthetic process [GO:0009058]; cellular amino acid metabolic process [GO:0006520],,pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]; biosynthetic process [GO:0009058]; cellular amino acid metabolic process [GO:0006520],pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483],GO:0006520; GO:0008483; GO:0009058; GO:0030170,2.6.1.-,,,,
A0A140ND68,A0A140ND68_ECOBD,unreviewed,Aminotransferase (EC 2.6.1.-),ECBD_2667,Escherichia coli (strain B / BL21-DE3),396,biosynthetic process [GO:0009058]; cellular amino acid metabolic process [GO:0006520],,pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483]; biosynthetic process [GO:0009058]; cellular amino acid metabolic process [GO:0006520],pyridoxal phosphate binding [GO:0030170]; transaminase activity [GO:0008483],GO:0006520; GO:0008483; GO:0009058; GO:0030170,2.6.1.-,,,,
A0A140N487,A0A140N487_ECOBD,unreviewed,2-amino-3-ketobutyrate coenzyme A ligase (AKB ligase) (EC 2.3.1.29) (Glycine acetyltransferase),kbl ECBD_0108,Escherichia coli (strain B / BL21-DE3),398,biosynthetic process [GO:0009058]; L-threonine catabolic process to glycine [GO:0019518],,glycine C-acetyltransferase activity [GO:0008890]; ligase activity [GO:0016874]; pyridoxal phosphate binding [GO:0030170]; biosynthetic process [GO:0009058]; L-threonine catabolic process to glycine [GO:0019518],glycine C-acetyltransferase activity [GO:0008890]; ligase activity [GO:0016874]; pyridoxal phosphate binding [GO:0030170],GO:0008890; GO:0009058; GO:0016874; GO:0019518; GO:0030170,2.3.1.29,,,,
A0A140N8N3,A0A140N8N3_ECOBD,unreviewed,UTP--glucose-1-phosphate uridylyltransferase (EC 2.7.7.9) (UDP-glucose pyrophosphorylase),ECBD_2386,Escherichia coli (strain B / BL21-DE3),302,biosynthetic process [GO:0009058]; UDP-glucose metabolic process [GO:0006011],,UTP:glucose-1-phosphate uridylyltransferase activity [GO:0003983]; biosynthetic process [GO:0009058]; UDP-glucose metabolic process [GO:0006011],UTP:glucose-1-phosphate uridylyltransferase activity [GO:0003983],GO:0003983; GO:0006011; GO:0009058,2.7.7.9,,,,
A0A140N6J8,A0A140N6J8_ECOBD,unreviewed,Regulatory protein GalF,ECBD_1613,Escherichia coli (strain B / BL21-DE3),297,biosynthetic process [GO:0009058]; UDP-glucose metabolic process [GO:0006011],,enzyme regulator activity [GO:0030234]; UTP:glucose-1-phosphate uridylyltransferase activity [GO:0003983]; biosynthetic process [GO:0009058]; UDP-glucose metabolic process [GO:0006011],enzyme regulator activity [GO:0030234]; UTP:glucose-1-phosphate uridylyltransferase activity [GO:0003983],GO:0003983; GO:0006011; GO:0009058; GO:0030234,,,,,
A0A140N789,A0A140N789_ECOBD,unreviewed,Pimeloyl-[acyl-carrier protein] methyl ester esterase (EC 3.1.1.85) (Biotin synthesis protein BioH) (Carboxylesterase BioH),bioH ECBD_0333,Escherichia coli (strain B / BL21-DE3),256,biotin biosynthetic process [GO:0009102],cytoplasm [GO:0005737],cytoplasm [GO:0005737]; carboxylic ester hydrolase activity [GO:0052689]; biotin biosynthetic process [GO:0009102],carboxylic ester hydrolase activity [GO:0052689],GO:0005737; GO:0009102; GO:0052689,3.1.1.85,,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_01260, ECO:0000256|SAAS:SAAS00064118}.",,
A0A140N988,A0A140N988_ECOBD,unreviewed,8-amino-7-oxononanoate synthase (AONS) (EC 2.3.1.47) (7-keto-8-amino-pelargonic acid synthase) (7-KAP synthase) (KAPA synthase) (8-amino-7-ketopelargonate synthase),bioF ECBD_2847,Escherichia coli (strain B / BL21-DE3),384,biotin biosynthetic process [GO:0009102],,8-amino-7-oxononanoate synthase activity [GO:0008710]; pyridoxal phosphate binding [GO:0030170]; biotin biosynthetic process [GO:0009102],8-amino-7-oxononanoate synthase activity [GO:0008710]; pyridoxal phosphate binding [GO:0030170],GO:0008710; GO:0009102; GO:0030170,2.3.1.47,,,,
A0A140NBR6,A0A140NBR6_ECOBD,unreviewed,Malonyl-[acyl-carrier protein] O-methyltransferase (Malonyl-ACP O-methyltransferase) (EC 2.1.1.197) (Biotin synthesis protein BioC),bioC ECBD_2846,Escherichia coli (strain B / BL21-DE3),251,biotin biosynthetic process [GO:0009102],,carboxyl-O-methyltransferase activity [GO:0010340]; malonyl-CoA methyltransferase activity [GO:0102130]; biotin biosynthetic process [GO:0009102],carboxyl-O-methyltransferase activity [GO:0010340]; malonyl-CoA methyltransferase activity [GO:0102130],GO:0009102; GO:0010340; GO:0102130,2.1.1.197,,,,
A0A140NEB5,A0A140NEB5_ECOBD,unreviewed,ATP-dependent dethiobiotin synthetase BioD (EC 6.3.3.3) (DTB synthetase) (DTBS) (Dethiobiotin synthase),bioD ECBD_2845,Escherichia coli (strain B / BL21-DE3),225,biotin biosynthetic process [GO:0009102],cytoplasm [GO:0005737],cytoplasm [GO:0005737]; ATP binding [GO:0005524]; dethiobiotin synthase activity [GO:0004141]; magnesium ion binding [GO:0000287]; biotin biosynthetic process [GO:0009102],ATP binding [GO:0005524]; dethiobiotin synthase activity [GO:0004141]; magnesium ion binding [GO:0000287],GO:0000287; GO:0004141; GO:0005524; GO:0005737; GO:0009102,6.3.3.3,,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00336, ECO:0000256|SAAS:SAAS00701772}.",,
A0A140NDP9,A0A140NDP9_ECOBD,unreviewed,"Adenosylmethionine-8-amino-7-oxononanoate aminotransferase (EC 2.6.1.62) (7,8-diamino-pelargonic acid aminotransferase) (DAPA AT) (DAPA aminotransferase) (7,8-diaminononanoate synthase) (DANS) (Diaminopelargonic acid synthase)",bioA ECBD_2849,Escherichia coli (strain B / BL21-DE3),429,biotin biosynthetic process [GO:0009102],cytoplasm [GO:0005737],cytoplasm [GO:0005737]; adenosylmethionine-8-amino-7-oxononanoate transaminase activity [GO:0004015]; pyridoxal phosphate binding [GO:0030170]; biotin biosynthetic process [GO:0009102],adenosylmethionine-8-amino-7-oxononanoate transaminase activity [GO:0004015]; pyridoxal phosphate binding [GO:0030170],GO:0004015; GO:0005737; GO:0009102; GO:0030170,2.6.1.62,,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00834}.,,
A0A140N706,A0A140N706_ECOBD,unreviewed,ATP-dependent dethiobiotin synthetase BioD (EC 6.3.3.3) (DTB synthetase) (DTBS) (Dethiobiotin synthase),bioD ECBD_2053,Escherichia coli (strain B / BL21-DE3),231,biotin biosynthetic process [GO:0009102],cytoplasm [GO:0005737],cytoplasm [GO:0005737]; ATP binding [GO:0005524]; dethiobiotin synthase activity [GO:0004141]; magnesium ion binding [GO:0000287]; biotin biosynthetic process [GO:0009102],ATP binding [GO:0005524]; dethiobiotin synthase activity [GO:0004141]; magnesium ion binding [GO:0000287],GO:0000287; GO:0004141; GO:0005524; GO:0005737; GO:0009102,6.3.3.3,,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00336, ECO:0000256|SAAS:SAAS00701772}.",,
A0A140NB65,A0A140NB65_ECOBD,unreviewed,Biotin synthase (EC 2.8.1.6),bioB ECBD_2848,Escherichia coli (strain B / BL21-DE3),346,biotin biosynthetic process [GO:0009102],,"2 iron, 2 sulfur cluster binding [GO:0051537]; 4 iron, 4 sulfur cluster binding [GO:0051539]; biotin synthase activity [GO:0004076]; iron ion binding [GO:0005506]; biotin biosynthetic process [GO:0009102]","2 iron, 2 sulfur cluster binding [GO:0051537]; 4 iron, 4 sulfur cluster binding [GO:0051539]; biotin synthase activity [GO:0004076]; iron ion binding [GO:0005506]",GO:0004076; GO:0005506; GO:0009102; GO:0051537; GO:0051539,2.8.1.6,,,,
A0A140N4I6,A0A140N4I6_ECOBD,unreviewed,"Acetolactate synthase, small subunit (EC 2.2.1.6)",ECBD_0033,Escherichia coli (strain B / BL21-DE3),96,branched-chain amino acid biosynthetic process [GO:0009082],,acetolactate synthase activity [GO:0003984]; acetolactate synthase regulator activity [GO:1990610]; branched-chain amino acid biosynthetic process [GO:0009082],acetolactate synthase activity [GO:0003984]; acetolactate synthase regulator activity [GO:1990610],GO:0003984; GO:0009082; GO:1990610,2.2.1.6,,,,
A0A140NB40,A0A140NB40_ECOBD,unreviewed,"Acetolactate synthase, small subunit (EC 2.2.1.6)",ECBD_3538,Escherichia coli (strain B / BL21-DE3),163,branched-chain amino acid biosynthetic process [GO:0009082],,acetolactate synthase activity [GO:0003984]; acetolactate synthase regulator activity [GO:1990610]; branched-chain amino acid biosynthetic process [GO:0009082],acetolactate synthase activity [GO:0003984]; acetolactate synthase regulator activity [GO:1990610],GO:0003984; GO:0009082; GO:1990610,2.2.1.6,,,,
A0A140ND08,A0A140ND08_ECOBD,unreviewed,Adenylate cyclase (EC 4.6.1.1),ECBD_4236,Escherichia coli (strain B / BL21-DE3),848,cAMP biosynthetic process [GO:0006171],cytoplasm [GO:0005737],cytoplasm [GO:0005737]; adenylate cyclase activity [GO:0004016]; cAMP biosynthetic process [GO:0006171],adenylate cyclase activity [GO:0004016],GO:0004016; GO:0005737; GO:0006171,4.6.1.1,,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|RuleBase:RU000604}.,,
A0A140NGH9,A0A140NGH9_ECOBD,unreviewed,Deoxyribose-phosphate aldolase (DERA) (EC 4.1.2.4) (2-deoxy-D-ribose 5-phosphate aldolase) (Phosphodeoxyriboaldolase) (Deoxyriboaldolase),deoC ECBD_3639,Escherichia coli (strain B / BL21-DE3),259,carbohydrate catabolic process [GO:0016052]; deoxyribonucleotide catabolic process [GO:0009264]; deoxyribose phosphate catabolic process [GO:0046386],cytoplasm [GO:0005737],cytoplasm [GO:0005737]; deoxyribose-phosphate aldolase activity [GO:0004139]; carbohydrate catabolic process [GO:0016052]; deoxyribonucleotide catabolic process [GO:0009264]; deoxyribose phosphate catabolic process [GO:0046386],deoxyribose-phosphate aldolase activity [GO:0004139],GO:0004139; GO:0005737; GO:0009264; GO:0016052; GO:0046386,4.1.2.4,,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00592, ECO:0000256|SAAS:SAAS00724937}.",,
A0A140NE25,A0A140NE25_ECOBD,unreviewed,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase) (GFAT) (Glucosamine-6-phosphate synthase) (Hexosephosphate aminotransferase) (L-glutamine--D-fructose-6-phosphate amidotransferase),glmS ECBD_4303,Escherichia coli (strain B / BL21-DE3),609,carbohydrate derivative biosynthetic process [GO:1901137]; carbohydrate metabolic process [GO:0005975],cytoplasm [GO:0005737],cytoplasm [GO:0005737]; carbohydrate derivative binding [GO:0097367]; glutamine-fructose-6-phosphate transaminase (isomerizing) activity [GO:0004360]; carbohydrate derivative biosynthetic process [GO:1901137]; carbohydrate metabolic process [GO:0005975],carbohydrate derivative binding [GO:0097367]; glutamine-fructose-6-phosphate transaminase (isomerizing) activity [GO:0004360],GO:0004360; GO:0005737; GO:0005975; GO:0097367; GO:1901137,2.6.1.16,,"SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00164, ECO:0000256|SAAS:SAAS00887591}.",,
